Metabolite	Concentration
S_Nitrate	10
S_L_45_Serine	10
S_CO2	10
S_L_45_Glutamine	10
S_L_45_Aspartate	10
S_Maltose	10
S_beta_45_D_45_Fructose	10
S_NH3	10
S_Orthophosphate	10
S_L_45_Alanine	10
S_Sucrose	10
S_L_45_Glutamate	10
S_Oxygen	10
S_Glucose	10
S_hv	10
S_Sulfate	10
S_H2O	10
S_Hydrogen_sulfide	10
