BSU28450	1
BSU23270	1
BSU00380	1
BSU14930	1
BSU10220	1
BSU36370	8
BSU39360	1
BSU00140	1
BSU28800	1
BSU38280	1
BSU15510	1
BSU05830	1
BSU23970	1
BSU40320	1
BSU22700	1
BSU30820	1
BSU07510	1
BSU31650	1
BSU34880	1
BSU11880	1
BSU23570	1
BSU37090	1
BSU22680	1
BSU15190	1
BSU39400	1
BSU37150	1
BSU09410	1
BSU37250	1
BSU11680	1
BSU24040	1
BSU17000	1
BSU00700	1
BSU15850	1
BSU29220	1
BSU00460	1
BSU06360	1
BSU32500	1
BSU21770	1
BSU38580	1
BSU22670	1
BSU30220	1
BSU33900	1
BSU00680	1
BSU25020	1
BSU15860	1
BSU36710	1
BSU15900	8
BSU21810	1
BSU36650	1
BSU30550	1
BSU23500	1
BSU39710	1
BSU13240	1
BSU14440	1
BSU34870	1
BSU11670	1
BSU38140	1
BSU31970	1
BSU29450	1
BSU06480	1
BSU07490	1
BSU29350	1
BSU36640	1
BSU11340	8
BSU31150	1
BSU22450	1
BSU32750	1
BSU36820	1
BSU22430	1
BSU29670	1
BSU23050	1
BSU24340	1
BSU36000	1
BSU08070	1
BSU35020	1
BSU35750	1
BSU29180	1
BSU34900	1
BSU17890	1
BSU28170	1
BSU03310	1
BSU00510	1
BSU32470	1
BSU27330	1
BSU37280	1
BSU07520	1
BSU15920	1
BSU28790	1
BSU37320	1
BSU27560	1
BSU38530	1
BSU15490	1
BSU35930	1
BSU13610	1
BSU04640	1
BSU00110	1
BSU28250	1
BSU23280	1
BSU22870	1
BSU15790	1
BSU27410	1
BSU22640	1
BSU30210	1
BSU31750	1
BSU37660	1
BSU00740	1
BSU10140	1
BSU34860	1
BSU25500	1
BSU15540	1
BSU30670	1
BSU05860	1
BSU02350	1
BSU22630	1
BSU16570	1
BSU22730	1
BSU30200	1
BSU06450	1
BSU30320	1
BSU22540	1
BSU06510	1
BSU30750	1
BSU25660	1
BSU02850	1
BSU30690	1
BSU37060	1
BSU14400	1
BSU37260	1
BSU22490	1
BSU38060	1
BSU31580	1
BSU09290	1
BSU39380	1
BSU15910	8
BSU31610	1
BSU03280	1
BSU01370	1
BSU33930	1
BSU31400	1
BSU15720	1
BSU36760	1
BSU22060	1
BSU39740	1
BSU13210	1
BSU28130	1
BSU03600	1
BSU03210	1
BSU01770	1
BSU11230	1
BSU00920	1
BSU08180	1
BSU27440	1
BSU36810	3
BSU29620	1
BSU23080	1
BSU15590	1
BSU38570	1
BSU28290	1
BSU35660	1
BSU27850	1
BSU40550	1
BSU08820	1
BSU15200	1
BSU38770	1
BSU13910	1
BSU32410	1
BSU02270	1
BSU03990	1
BSU19370	1
BSU33440	1
BSU36860	10
BSU14580	1
BSU27060	1
BSU23260	1
BSU22760	1
BSU14900	1
BSU39350	1
BSU02390	1
BSU37490	1
BSU35960	1
BSU30810	1
BSU15500	1
BSU28950	1
BSU05820	1
BSU27280	1
BSU28260	1
BSU23860	1
BSU37790	1
BSU23580	1
BSU31660	1
BSU07700	1
BSU39410	1
BSU30240	1
BSU17390	1
BSU22690	1
