BSU00280	1
BSU01680	1
BSU29210	1
BSU23490	1
BSU24050	1
BSU12840	1
BSU00770	1
average_protein_c	1
BSU30780	1
BSU32510	1
BSU15570	1
BSU11190	1
BSU38590	1
BSU22600	1
BSU00910	1
BSU25190	1
BSU13560	1
BSU30560	1
BSU32260	1
BSU06420	1
BSU30760	1
BSU39700	1
average_protein_mp	1
BSU29880	1
BSU03150	1
BSU01630	1
BSU38150	1
BSU31960	1
BSU29440	1
BSU06490	1
BSU35700	1
BSU29360	1
BSU36920	1
BSU36850	2
BSU28090	1
BSU00820	1
BSU32940	1
BSU24570	1
BSU33960	1
BSU15800	1
BSU28390	1
BSU35740	1
BSU38730	1
BSU39670	1
BSU13590	1
BSU13890	1
BSU29060	1
BSU29140	1
BSU34910	1
BSU16750	1
BSU22420	1
BSU03320	1
BSU17370	1
BSU16990	1
BSU24970	1
BSU32460	1
BSU01700	1
BSU25160	1
BSU14390	1
BSU36510	1
BSU00130	1
BSU13180	1
BSU38270	1
BSU22740	1
BSU13620	1
BSU38540	1
BSU40420	1
BSU00500	1
BSU25270	1
BSU35920	1
BSU35730	1
BSU10370	1
BSU14870	1
BSU28300	1
BSU41050	1
BSU19630	1
BSU28430	1
BSU22650	1
BSU22410	1
BSU23250	1
BSU30190	1
BSU14890	1
BSU39060	1
BSU06680	1
BSU25300	1
BSU06720	1
BSU15430	1
BSU13130	1
BSU11010	1
BSU35950	1
BSU15530	1
BSU23380	1
BSU02340	1
BSU27270	1
BSU14000	1
BSU22890	1
BSU38490	1
BSU06500	1
BSU28780	1
BSU02860	1
BSU00790	1
BSU04470	1
BSU39420	1
BSU04570	1
BSU23550	1
BSU32130	1
BSU27870	1
BSU16530	1
BSU11330	8
BSU37270	1
BSU38050	1
BSU00090	1
BSU31620	1
BSU09280	1
BSU23960	1
BSU32520	1
BSU32450	1
BSU08080	1
BSU00780	1
BSU00940	1
BSU07810	1
BSU33920	1
BSU13550	1
BSU22370	1
BSU22070	1
BSU09840	1
BSU21870	1
BSU11870	1
BSU39730	1
BSU13220	1
BSU12020	1
BSU27900	1
BSU03200	1
BSU27610	1
BSU29020	1
BSU28120	1
BSU16540	1
BSU00730	1
BSU25640	1
BSU32730	1
BSU11200	1
BSU23070	1
BSU15620	1
BSU24280	1
BSU27430	1
BSU29750	1
BSU36800	1
BSU07920	1
BSU15580	1
BSU23980	1
BSU35670	1
BSU24990	1
BSU38740	1
BSU19360	1
BSU14610	1
BSU03060	1
BSU32200	1
BSU36890	1
BSU14590	1
BSU27050	1
BSU13900	1
BSU16760	1
BSU23850	1
BSU16090	1
BSU14180	1
BSU22750	1
BSU14910	1
BSU27810	1
BSU15610	1
BSU28080	1
BSU13170	1
BSU03130	1
BSU05810	1
BSU38510	1
BSU08650	8
BSU02420	1
BSU30800	1
BSU40060	1
BSU09300	1
BSU06160	1
BSU28270	1
BSU28370	1
BSU37780	1
BSU24030	1
BSU17380	1
BSU24060	1
BSU04360	1
BSU29200	1
BSU32170	1
BSU30790	1
BSU15180	1
BSU32010	1
BSU15560	1
BSU22610	1
BSU06430	1
BSU05900	1
BSU29380	1
BSU00900	1
BSU06530	1
BSU32250	1
BSU21920	1
BSU13300	1
BSU30770	1
BSU31990	1
BSU29470	1
BSU01780	1
BSU29370	1
BSU11240	1
BSU37120	1
BSU01620	1
BSU38160	1
BSU18000	1
BSU17460	1
BSU36840	1
BSU31350	1
BSU07840	1
BSU32430	1
BSU15700	1
BSU13580	1
BSU03330	1
BSU39760	1
BSU34920	1
BSU32490	1
BSU29010	1
BSU28150	1
BSU29680	1
BSU24960	1
BSU23140	1
BSU18450	1
BSU28630	1
BSU33040	1
BSU38260	1
BSU27460	1
BSU24310	1
BSU00120	1
BSU00760	1
BSU15630	1
BSU40340	1
BSU25260	1
BSU35720	1
BSU15220	1
BSU29790	1
BSU03050	1
BSU14860	1
BSU29120	1
BSU36590	1
BSU02290	1
BSU28440	1
BSU22660	1
BSU22780	1
BSU07610	1
BSU11710	1
BSU37760	1
BSU14920	1
BSU14880	1
BSU39370	1
BSU00150	1
BSU13120	1
BSU38290	1
BSU06690	1
BSU22710	1
BSU35940	1
BSU30830	1
BSU15520	1
BSU07500	1
BSU27260	1
BSU15680	1
BSU31640	1
BSU22560	1
BSU09540	1
BSU04560	1
BSU11420	1
BSU06670	1
BSU02870	1
BSU34890	1
BSU29190	1
BSU32000	1
BSU38040	1
BSU27860	1
BSU32480	1
BSU31630	1
BSU10010	1
BSU30230	1
BSU10130	1
BSU06370	1
BSU32530	1
BSU38500	1
BSU33910	1
BSU15020	1
BSU25580	1
BSU07800	1
BSU36660	1
BSU30540	1
BSU22360	1
BSU13230	1
BSU12010	1
BSU32690	1
BSU39720	1
BSU03270	1
BSU29340	1
BSU11210	1
BSU16550	1
BSU01610	1
BSU18070	1
BSU32740	1
BSU06470	1
BSU35010	1
BSU24350	1
BSU36830	3
BSU10020	1
BSU36010	1
BSU24980	1
BSU08060	1
BSU08790	1
BSU38750	1
BSU04620	1
BSU35760	1
BSU19310	1
BSU14600	1
BSU28740	1
BSU03300	1
BSU27040	1
BSU14210	1
BSU16770	1
BSU08090	1
BSU18670	1
BSU14190	1
BSU16670	1
BSU24850	1
BSU27250	1
BSU16100	1
BSU27550	1
BSU28640	1
BSU37330	1
BSU15480	1
BSU13600	1
BSU38520	1
BSU02430	1
BSU23840	1
BSU40070	1
BSU09310	1
BSU06150	1
BSU09460	1
BSU35880	1
BSU22830	1
BSU40190	1
BSU00750	1
BSU13110	1
BSU23130	1
BSU24270	1
BSU22620	1
BSU10170	8
BSU28310	1
BSU11700	1
BSU15550	1
BSU32240	1
BSU25070	1
BSU15890	1
BSU06440	1
BSU22550	1
BSU06520	1
BSU08200	1
BSU21820	1
BSU35530	1
BSU30740	1
BSU38170	1
BSU31980	1
BSU12290	1
BSU15600	1
BSU37050	1
BSU11250	1
BSU37110	1
BSU16510	1
BSU11610	1
BSU36900	1
BSU31600	1
BSU39390	1
BSU37500	1
BSU39860	1
BSU33940	1
BSU03290	1
BSU21910	1
BSU15730	1
BSU38710	1
BSU14520	1
BSU29990	1
BSU28140	1
BSU03610	1
BSU03590	1
BSU24950	1
BSU03220	1
BSU11220	1
BSU00930	1
BSU31930	1
BSU23150	1
BSU18440	1
BSU27450	1
BSU38560	1
BSU36470	1
BSU11690	1
BSU38760	1
BSU28280	1
BSU23800	1
BSU35710	1
BSU15230	1
BSU03981	1
BSU14630	1
BSU28730	1
BSU33430	1
BSU36870	1
BSU29130	1
BSU27070	1
