UNIPROT NAME	USER ID
Cytoplasm	Cytoplasm
Membrane	Cell_membrane
Periplasm	Periplasm
Cell inner membrane	Cell_inner_membrane
Cell membrane	Cell_membrane
Cellular thylakoid membrane	Cellular_thylakoid_membrane
