UNIPROT NAME	USER ID
Secreted	[MISSING]
Cell inner membrane	[MISSING]
Cytoplasm	[MISSING]
Cell membrane	[MISSING]
Bacterial flagellum basal body	[MISSING]
Periplasm	[MISSING]
Membrane	[MISSING]
Cell outer membrane	[MISSING]
