function	medium_1	constant
function	medium_2	constant
function	medium_3	constant
function	medium_4	constant
function	medium_5	constant
function	linearModel	linear
EhisG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	70831.8238	Y_MAX	2838989.867	LINEAR_COEF	54061.3391	X_MAX	1.6	X_MIN	0.25
EhisI	medium_1	CONSTANT	18843.7765
EhisI	medium_2	CONSTANT	57073.749
EhisI	medium_3	CONSTANT	89187.333
EhisI	medium_4	CONSTANT	88886.3461
EhisI	medium_5	CONSTANT	14193.6988
EhisI	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-11699.9431	Y_MAX	2838989.867	LINEAR_COEF	115060.1653	X_MAX	1.6	X_MIN	0.25
EhisA	medium_1	CONSTANT	37715.7417
EhisA	medium_2	CONSTANT	71539.0048
EhisA	medium_3	CONSTANT	119238.9224
EhisA	medium_4	CONSTANT	133053.7368
EhisA	medium_5	CONSTANT	21246.5103
EhisA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1502.9676	Y_MAX	2838989.867	LINEAR_COEF	133909.524	X_MAX	1.6	X_MIN	0.25
EhisHF	medium_1	CONSTANT	60312.5825
EhisHF	medium_2	CONSTANT	86193.3556
EhisHF	medium_3	CONSTANT	133240.9901
EhisHF	medium_4	CONSTANT	171806.2931
EhisHF	medium_5	CONSTANT	27434.6611
EhisHF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	23633.4057	Y_MAX	2838989.867	LINEAR_COEF	120026.8455	X_MAX	1.6	X_MIN	0.25
EhisB	medium_1	CONSTANT	18225.2751
EhisB	medium_2	CONSTANT	50274.5502
EhisB	medium_3	CONSTANT	84016.8826
EhisB	medium_4	CONSTANT	134327.7249
EhisB	medium_5	CONSTANT	38001.1253
EhisB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-11693.0267	Y_MAX	2838989.867	LINEAR_COEF	107813.6713	X_MAX	1.6	X_MIN	0.25
EhisC	medium_1	CONSTANT	27517.0742
EhisC	medium_2	CONSTANT	18632.7187
EhisC	medium_3	CONSTANT	34377.6594
EhisC	medium_4	CONSTANT	78209.6608
EhisC	medium_5	CONSTANT	8069.4637
EhisC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	19940.9671	Y_MAX	2838989.867	LINEAR_COEF	11899.1673	X_MAX	1.6	X_MIN	0.25
EhisJ	medium_1	CONSTANT	18225.2751
EhisJ	medium_2	CONSTANT	50274.5502
EhisJ	medium_3	CONSTANT	84016.8826
EhisJ	medium_4	CONSTANT	134327.7249
EhisJ	medium_5	CONSTANT	38001.1253
EhisJ	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-11693.0267	Y_MAX	2838989.867	LINEAR_COEF	107813.6713	X_MAX	1.6	X_MIN	0.25
EhisD1	medium_1	CONSTANT	73791.8445
EhisD1	medium_2	CONSTANT	103914.3199
EhisD1	medium_3	CONSTANT	145283.7331
EhisD1	medium_4	CONSTANT	201294.9123
EhisD1	medium_5	CONSTANT	32143.5123
EhisD1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	39566.9984	Y_MAX	2838989.867	LINEAR_COEF	117407.4152	X_MAX	1.6	X_MIN	0.25
EhisD2	medium_1	CONSTANT	73791.8445
EhisD2	medium_2	CONSTANT	103914.3199
EhisD2	medium_3	CONSTANT	145283.7331
EhisD2	medium_4	CONSTANT	201294.9123
EhisD2	medium_5	CONSTANT	32143.5123
EhisD2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	39566.9984	Y_MAX	2838989.867	LINEAR_COEF	117407.4152	X_MAX	1.6	X_MIN	0.25
EhisS	medium_1	CONSTANT	11430.6259
EhisS	medium_2	CONSTANT	19756.8191
EhisS	medium_3	CONSTANT	23598.9386
EhisS	medium_4	CONSTANT	58158.232
EhisS	medium_5	CONSTANT	53528.5634
EhisS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-26.0457	Y_MAX	2838989.867	LINEAR_COEF	33093.1092	X_MAX	1.6	X_MIN	0.25
EilvA	medium_1	CONSTANT	7071.8302
EilvA	medium_2	CONSTANT	19978.1145
EilvA	medium_3	CONSTANT	34450.2736
EilvA	medium_4	CONSTANT	27558.9814
EilvA	medium_5	CONSTANT	48824.0079
EilvA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EilvBH1	medium_1	CONSTANT	27038.994
EilvBH1	medium_2	CONSTANT	72171.653
EilvBH1	medium_3	CONSTANT	74086.9225
EilvBH1	medium_4	CONSTANT	22484.8518
EilvBH1	medium_5	CONSTANT	30765.6911
EilvBH1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	13740.8935	Y_MAX	2838989.867	LINEAR_COEF	75905.1087	X_MAX	1.6	X_MIN	0.25
EilvC1	medium_1	CONSTANT	1165.0225
EilvC1	medium_2	CONSTANT	2925.0585
EilvC1	medium_3	CONSTANT	5802.2436
EilvC1	medium_4	CONSTANT	511.6565
EilvC1	medium_5	CONSTANT	518.9003
EilvC1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1125.5668	Y_MAX	2838989.867	LINEAR_COEF	7625.8764	X_MAX	1.6	X_MIN	0.25
EilvD1	medium_1	CONSTANT	6157.5158
EilvD1	medium_2	CONSTANT	20028.7275
EilvD1	medium_3	CONSTANT	30814.7918
EilvD1	medium_4	CONSTANT	511.6565
EilvD1	medium_5	CONSTANT	1217.2719
EilvD1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-4377.3413	Y_MAX	2838989.867	LINEAR_COEF	40306.3557	X_MAX	1.6	X_MIN	0.25
EilvE1	medium_1	CONSTANT	807438.54
EilvE1	medium_2	CONSTANT	786035.0071
EilvE1	medium_3	CONSTANT	719643.4759
EilvE1	medium_4	CONSTANT	329923.589
EilvE1	medium_5	CONSTANT	451429.5815
EilvE1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	855149.7061	Y_MAX	2838989.867	LINEAR_COEF	-145018.4456	X_MAX	1.6	X_MIN	0.25
EileS	medium_1	CONSTANT	7268.0601
EileS	medium_2	CONSTANT	12079.0067
EileS	medium_3	CONSTANT	28774.181
EileS	medium_4	CONSTANT	25453.5819
EileS	medium_5	CONSTANT	42660.3474
EileS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1391.9829	Y_MAX	2838989.867	LINEAR_COEF	29352.5586	X_MAX	1.6	X_MIN	0.25
EilvBH2	medium_1	CONSTANT	43366.3558
EilvBH2	medium_2	CONSTANT	119460.3057
EilvBH2	medium_3	CONSTANT	126718.1346
EilvBH2	medium_4	CONSTANT	37233.0737
EilvBH2	medium_5	CONSTANT	50945.4657
EilvBH2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	18398.3642	Y_MAX	2838989.867	LINEAR_COEF	134683.7375	X_MAX	1.6	X_MIN	0.25
EilvC2	medium_1	CONSTANT	1935.8954
EilvC2	medium_2	CONSTANT	4921.3273
EilvC2	medium_3	CONSTANT	9860.713
EilvC2	medium_4	CONSTANT	511.6565
EilvC2	medium_5	CONSTANT	518.9003
EilvC2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1986.7893	Y_MAX	2838989.867	LINEAR_COEF	13033.5078	X_MAX	1.6	X_MIN	0.25
EilvD2	medium_1	CONSTANT	10231.8252
EilvD2	medium_2	CONSTANT	33697.7612
EilvD2	medium_3	CONSTANT	52368.6765
EilvD2	medium_4	CONSTANT	511.6565
EilvD2	medium_5	CONSTANT	1133.3316
EilvD2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-7858.17	Y_MAX	2838989.867	LINEAR_COEF	68892.3982	X_MAX	1.6	X_MIN	0.25
EleuA	medium_1	CONSTANT	6436.6086
EleuA	medium_2	CONSTANT	25462.3061
EleuA	medium_3	CONSTANT	19217.498
EleuA	medium_4	CONSTANT	677.53
EleuA	medium_5	CONSTANT	2127.0685
EleuA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	5289.8522	Y_MAX	2838989.867	LINEAR_COEF	20256.8139	X_MAX	1.6	X_MIN	0.25
EleuCD	medium_1	CONSTANT	11690.5475
EleuCD	medium_2	CONSTANT	39814.7667
EleuCD	medium_3	CONSTANT	39021.0143
EleuCD	medium_4	CONSTANT	649.6661
EleuCD	medium_5	CONSTANT	1106.6124
EleuCD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	4660.4188	Y_MAX	2838989.867	LINEAR_COEF	43991.4207	X_MAX	1.6	X_MIN	0.25
EleuB	medium_1	CONSTANT	1653.8657
EleuB	medium_2	CONSTANT	5992.9818
EleuB	medium_3	CONSTANT	9816.8021
EleuB	medium_4	CONSTANT	511.6565
EleuB	medium_5	CONSTANT	562.0809
EleuB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1925.9859	Y_MAX	2838989.867	LINEAR_COEF	13357.2455	X_MAX	1.6	X_MIN	0.25
EilvE3	medium_1	CONSTANT	504339.5694
EilvE3	medium_2	CONSTANT	490970.566
EilvE3	medium_3	CONSTANT	449501.3091
EilvE3	medium_4	CONSTANT	206075.7724
EilvE3	medium_5	CONSTANT	281970.4404
EilvE3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	534140.7589	Y_MAX	2838989.867	LINEAR_COEF	-90580.9381	X_MAX	1.6	X_MIN	0.25
EleuS	medium_1	CONSTANT	5870.1055
EleuS	medium_2	CONSTANT	14548.3873
EleuS	medium_3	CONSTANT	21334.5143
EleuS	medium_4	CONSTANT	23463.0142
EleuS	medium_5	CONSTANT	40015.0705
EleuS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1520.9266	Y_MAX	2838989.867	LINEAR_COEF	26789.3719	X_MAX	1.6	X_MIN	0.25
Ebkd1	medium_1	CONSTANT	511.6565
Ebkd1	medium_2	CONSTANT	645.528
Ebkd1	medium_3	CONSTANT	2484.3796
Ebkd1	medium_4	CONSTANT	752.9334
Ebkd1	medium_5	CONSTANT	1711.6601
Ebkd1	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1711.6601	Y_MAX	2838989.867	LINEAR_COEF	0	X_MAX	1.6	X_MIN	0.25
Ebkd2	medium_1	CONSTANT	7071.8302
Ebkd2	medium_2	CONSTANT	19978.1145
Ebkd2	medium_3	CONSTANT	34450.2736
Ebkd2	medium_4	CONSTANT	27558.9814
Ebkd2	medium_5	CONSTANT	48824.0079
Ebkd2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
Ebkd3	medium_1	CONSTANT	7071.8302
Ebkd3	medium_2	CONSTANT	19978.1145
Ebkd3	medium_3	CONSTANT	34450.2736
Ebkd3	medium_4	CONSTANT	27558.9814
Ebkd3	medium_5	CONSTANT	48824.0079
Ebkd3	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	681.2393	Y_MAX	2838989.867	LINEAR_COEF	32808.554	X_MAX	1.6	X_MIN	0.25
EdapG	medium_1	CONSTANT	131368.461
EdapG	medium_2	CONSTANT	287716.1989
EdapG	medium_3	CONSTANT	142302.4925
EdapG	medium_4	CONSTANT	47900.3883
EdapG	medium_5	CONSTANT	41292.4073
EdapG	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	181440.9628	Y_MAX	2838989.867	LINEAR_COEF	9807.0482	X_MAX	1.6	X_MIN	0.25
Easd	medium_1	CONSTANT	7209.2814
Easd	medium_2	CONSTANT	18147.5289
Easd	medium_3	CONSTANT	27801.2035
Easd	medium_4	CONSTANT	6280.2564
Easd	medium_5	CONSTANT	10037.5039
Easd	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1824.0872	Y_MAX	2838989.867	LINEAR_COEF	33695.5606	X_MAX	1.6	X_MIN	0.25
Ehom	medium_1	CONSTANT	13211.4648
Ehom	medium_2	CONSTANT	34833.8545
Ehom	medium_3	CONSTANT	45852.2685
Ehom	medium_4	CONSTANT	24486.6079
Ehom	medium_5	CONSTANT	20384.4706
Ehom	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	453.8327	Y_MAX	2838989.867	LINEAR_COEF	53181.6608	X_MAX	1.6	X_MIN	0.25
EdapA	medium_1	CONSTANT	56775.5179
EdapA	medium_2	CONSTANT	53964.3896
EdapA	medium_3	CONSTANT	163877.465
EdapA	medium_4	CONSTANT	27558.4101
EdapA	medium_5	CONSTANT	85804.2366
EdapA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-11969.1177	Y_MAX	2838989.867	LINEAR_COEF	178462.486	X_MAX	1.6	X_MIN	0.25
EdapB	medium_1	CONSTANT	102799.5919
EdapB	medium_2	CONSTANT	94471.7911
EdapB	medium_3	CONSTANT	139576.5737
EdapB	medium_4	CONSTANT	61394.7543
EdapB	medium_5	CONSTANT	75731.3552
EdapB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	76510.3506	Y_MAX	2838989.867	LINEAR_COEF	61676.3821	X_MAX	1.6	X_MIN	0.25
EdapH	medium_1	CONSTANT	6877.775
EdapH	medium_2	CONSTANT	8980.2774
EdapH	medium_3	CONSTANT	11522.3591
EdapH	medium_4	CONSTANT	5649.7063
EdapH	medium_5	CONSTANT	5040.2203
EdapH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	4707.3532	Y_MAX	2838989.867	LINEAR_COEF	7619.7424	X_MAX	1.6	X_MIN	0.25
EpatA	medium_1	CONSTANT	83830.1526
EpatA	medium_2	CONSTANT	139481.9825
EpatA	medium_3	CONSTANT	233297.9033
EpatA	medium_4	CONSTANT	93685.6522
EpatA	medium_5	CONSTANT	80878.7188
EpatA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	138692.1361	Y_MAX	2838989.867	LINEAR_COEF	-5456.5522	X_MAX	1.6	X_MIN	0.25
EdapL	medium_1	CONSTANT	164369.1328
EdapL	medium_2	CONSTANT	105498.406
EdapL	medium_3	CONSTANT	178868.0094
EdapL	medium_4	CONSTANT	83358.343
EdapL	medium_5	CONSTANT	175491.4275
EdapL	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	133744.2076	Y_MAX	2838989.867	LINEAR_COEF	27300.5318	X_MAX	1.6	X_MIN	0.25
EdapF	medium_1	CONSTANT	257873.4523
EdapF	medium_2	CONSTANT	247153.9856
EdapF	medium_3	CONSTANT	210157.1124
EdapF	medium_4	CONSTANT	88410.2234
EdapF	medium_5	CONSTANT	246196.5028
EdapF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	284137.1971	Y_MAX	2838989.867	LINEAR_COEF	-78866.1154	X_MAX	1.6	X_MIN	0.25
ElysA	medium_1	CONSTANT	20014.8864
ElysA	medium_2	CONSTANT	34811.8348
ElysA	medium_3	CONSTANT	27375.6611
ElysA	medium_4	CONSTANT	27712.7979
ElysA	medium_5	CONSTANT	27698.568
ElysA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	20753.936	Y_MAX	2838989.867	LINEAR_COEF	11460.1001	X_MAX	1.6	X_MIN	0.25
ElysS	medium_1	CONSTANT	5796.6729
ElysS	medium_2	CONSTANT	11643.0028
ElysS	medium_3	CONSTANT	19139.7898
ElysS	medium_4	CONSTANT	22888.3287
ElysS	medium_5	CONSTANT	25335.0071
ElysS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2799.7593	Y_MAX	2838989.867	LINEAR_COEF	15455.3402	X_MAX	1.6	X_MIN	0.25
EmetA	medium_1	CONSTANT	76656.7864
EmetA	medium_2	CONSTANT	155346.8704
EmetA	medium_3	CONSTANT	403773.2912
EmetA	medium_4	CONSTANT	40962.5638
EmetA	medium_5	CONSTANT	114708.9492
EmetA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-101496.1825	Y_MAX	2838989.867	LINEAR_COEF	540382.4687	X_MAX	1.6	X_MIN	0.25
EmetI	medium_1	CONSTANT	13140.4714
EmetI	medium_2	CONSTANT	44862.3568
EmetI	medium_3	CONSTANT	48934.935
EmetI	medium_4	CONSTANT	7443.221
EmetI	medium_5	CONSTANT	20843.5209
EmetI	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2069.8866	Y_MAX	2838989.867	LINEAR_COEF	57889.7145	X_MAX	1.6	X_MIN	0.25
EmetC	medium_1	CONSTANT	13454.4227
EmetC	medium_2	CONSTANT	21126.7249
EmetC	medium_3	CONSTANT	24583.2695
EmetC	medium_4	CONSTANT	4639.8349
EmetC	medium_5	CONSTANT	12993.0974
EmetC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	9214.1292	Y_MAX	2838989.867	LINEAR_COEF	18116.1089	X_MAX	1.6	X_MIN	0.25
EmetE	medium_1	CONSTANT	1240.0173
EmetE	medium_2	CONSTANT	1234.8796
EmetE	medium_3	CONSTANT	1246.045
EmetE	medium_4	CONSTANT	511.6565
EmetE	medium_5	CONSTANT	842.9382
EmetE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	1234.3334	Y_MAX	2838989.867	LINEAR_COEF	10.3113	X_MAX	1.6	X_MIN	0.25
EmetK	medium_1	CONSTANT	529.3376
EmetK	medium_2	CONSTANT	512.3804
EmetK	medium_3	CONSTANT	523.1178
EmetK	medium_4	CONSTANT	511.6565
EmetK	medium_5	CONSTANT	511.6565
EmetK	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	527.0898	Y_MAX	2838989.867	LINEAR_COEF	-9.4445	X_MAX	1.6	X_MIN	0.25
EmetS	medium_1	CONSTANT	3949.0966
EmetS	medium_2	CONSTANT	11088.7461
EmetS	medium_3	CONSTANT	25546.145
EmetS	medium_4	CONSTANT	21332.6658
EmetS	medium_5	CONSTANT	31580.1909
EmetS	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-378.6084	Y_MAX	2838989.867	LINEAR_COEF	22414.4791	X_MAX	1.6	X_MIN	0.25
Efmt	medium_1	CONSTANT	1774.5883
Efmt	medium_2	CONSTANT	2598.3073
Efmt	medium_3	CONSTANT	7995.1298
Efmt	medium_4	CONSTANT	14078.7714
Efmt	medium_5	CONSTANT	9163.4813
Efmt	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	166.8314	Y_MAX	2838989.867	LINEAR_COEF	6329.1288	X_MAX	1.6	X_MIN	0.25
Edef	medium_1	CONSTANT	55718.9111
Edef	medium_2	CONSTANT	56129.7894
Edef	medium_3	CONSTANT	55150.6181
Edef	medium_4	CONSTANT	53058.1676
Edef	medium_5	CONSTANT	44169.5585
Edef	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	60700.1559	Y_MAX	2838989.867	LINEAR_COEF	-9621.6903	X_MAX	1.6	X_MIN	0.25
EspeD	medium_1	CONSTANT	511.6565
EspeD	medium_2	CONSTANT	511.6565
EspeD	medium_3	CONSTANT	511.6565
EspeD	medium_4	CONSTANT	2539.8169
EspeD	medium_5	CONSTANT	5185.6125
EspeD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1456.5682	Y_MAX	2838989.867	LINEAR_COEF	3823.2338	X_MAX	1.6	X_MIN	0.25
EspeE	medium_1	CONSTANT	511.6565
EspeE	medium_2	CONSTANT	511.6565
EspeE	medium_3	CONSTANT	511.6565
EspeE	medium_4	CONSTANT	2324.0269
EspeE	medium_5	CONSTANT	3273.7421
EspeE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-651.4706	Y_MAX	2838989.867	LINEAR_COEF	2259.3492	X_MAX	1.6	X_MIN	0.25
EmtnN2	medium_1	CONSTANT	511.6565
EmtnN2	medium_2	CONSTANT	511.6565
EmtnN2	medium_3	CONSTANT	511.6565
EmtnN2	medium_4	CONSTANT	2102.5296
EmtnN2	medium_5	CONSTANT	5048.789
EmtnN2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-1398.9512	Y_MAX	2838989.867	LINEAR_COEF	3711.314	X_MAX	1.6	X_MIN	0.25
EmtnK	medium_1	CONSTANT	511.6565
EmtnK	medium_2	CONSTANT	511.6565
EmtnK	medium_3	CONSTANT	511.6565
EmtnK	medium_4	CONSTANT	511.6565
EmtnK	medium_5	CONSTANT	952.8041
EmtnK	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	325.8872	Y_MAX	2838989.867	LINEAR_COEF	360.8529	X_MAX	1.6	X_MIN	0.25
EmtnA	medium_1	CONSTANT	511.6565
EmtnA	medium_2	CONSTANT	511.6565
EmtnA	medium_3	CONSTANT	511.6565
EmtnA	medium_4	CONSTANT	511.6565
EmtnA	medium_5	CONSTANT	1088.0102
EmtnA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	268.9513	Y_MAX	2838989.867	LINEAR_COEF	471.4497	X_MAX	1.6	X_MIN	0.25
EmtnB	medium_1	CONSTANT	511.6565
EmtnB	medium_2	CONSTANT	511.6565
EmtnB	medium_3	CONSTANT	511.6565
EmtnB	medium_4	CONSTANT	1483.943
EmtnB	medium_5	CONSTANT	3029.8063
EmtnB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-548.7481	Y_MAX	2838989.867	LINEAR_COEF	2059.813	X_MAX	1.6	X_MIN	0.25
EmtnW	medium_1	CONSTANT	511.6565
EmtnW	medium_2	CONSTANT	511.6565
EmtnW	medium_3	CONSTANT	511.6565
EmtnW	medium_4	CONSTANT	620.2664
EmtnW	medium_5	CONSTANT	1266.4145
EmtnW	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	193.8244	Y_MAX	2838989.867	LINEAR_COEF	617.382	X_MAX	1.6	X_MIN	0.25
EmtnX	medium_1	CONSTANT	511.6565
EmtnX	medium_2	CONSTANT	511.6565
EmtnX	medium_3	CONSTANT	511.6565
EmtnX	medium_4	CONSTANT	883.2
EmtnX	medium_5	CONSTANT	1803.2532
EmtnX	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-32.2409	Y_MAX	2838989.867	LINEAR_COEF	1056.5089	X_MAX	1.6	X_MIN	0.25
EmtnD	medium_1	CONSTANT	511.6565
EmtnD	medium_2	CONSTANT	511.6565
EmtnD	medium_3	CONSTANT	511.6565
EmtnD	medium_4	CONSTANT	2220.2623
EmtnD	medium_5	CONSTANT	9131.3121
EmtnD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-3118.1208	Y_MAX	2838989.867	LINEAR_COEF	7050.7636	X_MAX	1.6	X_MIN	0.25
EmtnE	medium_1	CONSTANT	511.6565
EmtnE	medium_2	CONSTANT	511.6565
EmtnE	medium_3	CONSTANT	511.6565
EmtnE	medium_4	CONSTANT	10953.785
EmtnE	medium_5	CONSTANT	22216.6468
EmtnE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-8628.4166	Y_MAX	2838989.867	LINEAR_COEF	17754.3933	X_MAX	1.6	X_MIN	0.25
EspeA	medium_1	CONSTANT	874.2516
EspeA	medium_2	CONSTANT	3799.4705
EspeA	medium_3	CONSTANT	7736.5199
EspeA	medium_4	CONSTANT	69582.3772
EspeA	medium_5	CONSTANT	142068.2086
EspeA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-55935.9089	Y_MAX	2838989.867	LINEAR_COEF	115248.6184	X_MAX	1.6	X_MIN	0.25
EspeB	medium_1	CONSTANT	1161.8117
EspeB	medium_2	CONSTANT	5049.1981
EspeB	medium_3	CONSTANT	10281.2279
EspeB	medium_4	CONSTANT	92469.519
EspeB	medium_5	CONSTANT	188797.5008
EspeB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-74334.4335	Y_MAX	2838989.867	LINEAR_COEF	153156.3699	X_MAX	1.6	X_MIN	0.25
EaroA	medium_1	CONSTANT	2589.8162
EaroA	medium_2	CONSTANT	2015.6392
EaroA	medium_3	CONSTANT	2205.4946
EaroA	medium_4	CONSTANT	8403.7342
EaroA	medium_5	CONSTANT	8873.7109
EaroA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	2623.5433	Y_MAX	2838989.867	LINEAR_COEF	-609.0114	X_MAX	1.6	X_MIN	0.25
EaroB	medium_1	CONSTANT	14802.1155
EaroB	medium_2	CONSTANT	24654.1037
EaroB	medium_3	CONSTANT	37664.4976
EaroB	medium_4	CONSTANT	118134.126
EaroB	medium_5	CONSTANT	134143.9252
EaroB	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	3937.2237	Y_MAX	2838989.867	LINEAR_COEF	37533.9343	X_MAX	1.6	X_MIN	0.25
EaroC	medium_1	CONSTANT	100562.2169
EaroC	medium_2	CONSTANT	221164.0422
EaroC	medium_3	CONSTANT	223401.5767
EaroC	medium_4	CONSTANT	223213.1608
EaroC	medium_5	CONSTANT	496647.203
EaroC	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	66848.7721	Y_MAX	2838989.867	LINEAR_COEF	198035.356	X_MAX	1.6	X_MIN	0.25
EaroD	medium_1	CONSTANT	75681.3266
EaroD	medium_2	CONSTANT	161703.0755
EaroD	medium_3	CONSTANT	398848.9608
EaroD	medium_4	CONSTANT	371655.5804
EaroD	medium_5	CONSTANT	384996.7009
EaroD	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	-97302.5264	Y_MAX	2838989.867	LINEAR_COEF	533414.3346	X_MAX	1.6	X_MIN	0.25
EaroK	medium_1	CONSTANT	105072.7974
EaroK	medium_2	CONSTANT	224472.7375
EaroK	medium_3	CONSTANT	253832.3983
EaroK	medium_4	CONSTANT	536423.6361
EaroK	medium_5	CONSTANT	551326.5947
EaroK	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	54532.0469	Y_MAX	2838989.867	LINEAR_COEF	241253.9038	X_MAX	1.6	X_MIN	0.25
EaroE	medium_1	CONSTANT	22163.9106
EaroE	medium_2	CONSTANT	11834.6922
EaroE	medium_3	CONSTANT	19710.5772
EaroE	medium_4	CONSTANT	30966.2047
EaroE	medium_5	CONSTANT	27645.1899
EaroE	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	19950.3204	Y_MAX	2838989.867	LINEAR_COEF	-3529.7593	X_MAX	1.6	X_MIN	0.25
EaroF	medium_1	CONSTANT	13440.8959
EaroF	medium_2	CONSTANT	9989.8756
EaroF	medium_3	CONSTANT	18531.8319
EaroF	medium_4	CONSTANT	53873.6289
EaroF	medium_5	CONSTANT	39504.8086
EaroF	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	8964.0854	Y_MAX	2838989.867	LINEAR_COEF	8661.119	X_MAX	1.6	X_MIN	0.25
EaroH	medium_1	CONSTANT	41259.437
EaroH	medium_2	CONSTANT	41315.311
EaroH	medium_3	CONSTANT	53947.0777
EaroH	medium_4	CONSTANT	16747.2621
EaroH	medium_5	CONSTANT	13941.6645
EaroH	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	33257.47	Y_MAX	2838989.867	LINEAR_COEF	21120.3538	X_MAX	1.6	X_MIN	0.25
EpheA	medium_1	CONSTANT	27704.4333
EpheA	medium_2	CONSTANT	42638.08
EpheA	medium_3	CONSTANT	65929.4624
EpheA	medium_4	CONSTANT	25766.497
EpheA	medium_5	CONSTANT	38001.1253
EpheA	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	8977.9925	Y_MAX	2838989.867	LINEAR_COEF	62837.93	X_MAX	1.6	X_MIN	0.25
EhisC2	medium_1	CONSTANT	20599.939
EhisC2	medium_2	CONSTANT	13746.1166
EhisC2	medium_3	CONSTANT	25294.99
EhisC2	medium_4	CONSTANT	37430.5351
EhisC2	medium_5	CONSTANT	5977.0456
EhisC2	linearModel	Y_MIN	511.6565	LINEAR_CONSTANT	15133.1824	Y_MAX	2838989.867	LINEAR_COEF	8184.7692	X_MAX	1.6	X_MIN	0.25
EpheS	medium_1	CONSTANT	9934.6343
